prec1_train,prec1_val,prec5_train,prec5_val,loss_train,loss_val
42.84400,50.43000,89.97800,92.86000,1.9938038552093507,1.666396236038208
58.83200,59.04000,95.37000,96.54000,1.348376923828125,1.2750498123168945
65.20200,66.58000,96.73600,97.08000,1.1118516894721986,1.1089502908706665
